CTIME   MINMEM  MAXMEM  CACHE   MINCANAL MAXCANAL RELREND MARCA
90	256	1000	0	3	10	17	C
105	256	2000	0	3	10	26	C
105	1000	4000	0	3	24	32	C
105	2000	4000	8	3	19	32	C
75	2000	8000	8	3	24	62	C
75	3000	8000	8	3	48	64	C
175	256	2000	0	3	24	22	C
300	768	3000	0	6	24	36	C
300	768	3000	6	6	24	44	C
300	768	12000	6	6	24	50	C
300	768	4500	0	1	24	45	C
300	384	12000	6	1	24	53	D
300	192	768	6	6	24	36	D
180	768	12000	6	1	31	84	D
330	1000	3000	0	2	4	16	D
300	1000	4000	8	3	64	38	D
300	1000	16000	8	2	112	38	D
330	1000	2000	0	1	2	16	D
330	1000	4000	0	3	6	22	D
140	2000	4000	0	3	6	29	D
140	2000	4000	0	4	8	40	D
140	2000	4000	8	1	20	35	D
140	2000	32000	32	1	20	134	D
140	2000	8000	32	1	54	66	D
140	2000	32000	32	1	54	141	D
140	2000	32000	32	1	54	189	D
140	2000	4000	8	1	20	22	D
57	4000	16000	1	6	12	132	D
57	4000	24000	64	12	16	237	D
26	16000	32000	64	16	24	465	D
26	16000	32000	64	8	24	465	D
26	8000	32000	0	8	24	277	D
26	8000	16000	0	8	16	185	D
480	96	512	0	1	1	6	D
203	1000	2000	0	1	5	24	D
115	512	6000	16	1	6	45	D
1100	512	1500	0	1	1	7	D
1100	768	2000	0	1	1	13	D
600	768	2000	0	1	1	16	D
400	2000	4000	0	1	1	32	D
400	4000	8000	0	1	1	32	D
900	1000	1000	0	1	2	11	A
900	512	1000	0	1	2	11	A
900	1000	4000	4	1	2	18	A
900	1000	4000	8	1	2	22	A
900	2000	4000	0	3	6	37	A
225	2000	4000	8	3	6	40	A
225	2000	4000	8	3	6	34	A
180	2000	8000	8	1	6	50	A
185	2000	16000	16	1	6	76	A
180	2000	16000	16	1	6	66	A
225	1000	4000	2	3	6	24	A
25	2000	12000	8	1	4	49	A
25	2000	12000	16	3	5	66	A
17	4000	16000	8	6	12	100	A
17	4000	16000	32	6	12	133	A
1500	768	1000	0	0	0	12	A
1500	768	2000	0	0	0	18	A
800	768	2000	0	0	0	20	A
50	2000	4000	0	3	6	27	A
50	2000	8000	8	3	6	45	A
50	2000	8000	8	1	6	56	A
50	2000	16000	24	1	6	70	A
50	2000	16000	24	1	6	80	B
50	8000	16000	48	1	10	136	B
100	1000	8000	0	2	6	16	B
100	1000	8000	24	2	6	26	B
100	1000	8000	24	3	6	32	B
50	2000	16000	12	3	16	45	B
50	2000	16000	24	6	16	54	B
50	2000	16000	24	6	16	65	B
150	512	4000	0	8	128	30	B
115	2000	8000	16	1	3	50	B
115	2000	4000	2	1	5	40	B
92	2000	8000	32	1	6	62	B
92	2000	8000	32	1	6	60	B
92	2000	8000	4	1	6	50	B
75	4000	16000	16	1	6	66	B
60	4000	16000	32	1	6	86	B
60	2000	16000	64	5	8	74	B
60	4000	16000	64	5	8	93	B
50	4000	16000	64	5	10	110	B
72	4000	16000	64	8	16	143	B
72	2000	8000	16	6	8	105	B
40	8000	16000	32	8	16	214	B
40	8000	32000	64	8	24	277	B
35	8000	32000	64	8	24	370	B
38	16000	32000	128	16	32	510	B
48	4000	24000	32	8	24	214	B
38	8000	32000	64	8	24	326	C
30	16000	32000	256	16	24	510	C
112	1000	1000	0	1	4	8	C
84	1000	2000	0	1	6	12	C
56	1000	4000	0	1	6	17	C
56	2000	6000	0	1	8	21	C
56	2000	8000	0	1	8	24	C
56	4000	8000	0	1	8	34	C
56	4000	12000	0	1	8	42	C
56	4000	16000	0	1	8	46	C
38	4000	8000	32	16	32	51	C
38	4000	8000	32	16	32	116	C
38	8000	16000	64	4	8	100	C
38	8000	24000	160	4	8	140	C
38	4000	16000	128	16	32	212	C
200	1000	2000	0	1	2	25	C
200	1000	4000	0	1	4	30	C
200	2000	8000	64	1	5	41	C
250	512	4000	0	1	7	25	C
250	512	4000	0	4	7	50	C
250	1000	16000	1	1	8	50	D
160	512	4000	2	1	5	30	D
160	512	2000	2	3	8	32	D
160	1000	4000	8	1	14	38	D
160	1000	8000	16	1	14	60	D
160	2000	8000	32	1	13	109	D
240	512	1000	8	1	3	6	D
240	512	2000	8	1	5	11	D
105	2000	4000	8	3	8	22	D
105	2000	6000	16	6	16	33	D
105	2000	8000	16	4	14	58	D
52	4000	16000	32	4	12	130	D
70	4000	12000	8	6	8	75	D
59	4000	12000	32	6	12	113	D
59	8000	16000	64	12	24	188	D
26	8000	24000	32	8	16	173	D
26	8000	32000	64	12	16	248	D
26	8000	32000	128	24	32	405	D
116	2000	8000	32	5	28	70	D
50	2000	32000	24	6	26	114	D
50	2000	32000	48	26	52	208	D
50	2000	32000	112	52	104	307	D
50	4000	32000	112	52	104	397	D
30	8000	64000	96	12	176	915	D
30	8000	64000	128	12	176	1150	D
180	262	4000	0	1	3	12	D
180	512	4000	0	1	3	14	D
180	262	4000	0	1	3	18	D
180	512	4000	0	1	3	21	D
124	1000	8000	0	1	8	42	D
98	1000	8000	32	2	8	46	D
125	2000	8000	0	2	14	52	D
480	512	8000	32	0	0	67	D
480	1000	4000	0	0	0	45	D
